train_loss,train_acc,val_loss,val_acc
0.3762503250194019,0.8764148805054612,0.2998111879751877,0.8898734580690403
0.2916201158529889,0.8938007338253836,0.2657318505933294,0.8999776878207376
0.258363133000016,0.9079282891102013,0.21860560062066653,0.9204411436585599
0.2276007331297994,0.919661703664877,0.2116031436156342,0.925349823096293
0.2134984036671573,0.9240710308971652,0.189813559266518,0.9317566059987887
0.20203029138504802,0.9288238960744591,0.16996331987420726,0.9392471233226022
0.19344333675768827,0.9317740724475485,0.17017391087509368,0.9400121123258853
0.1876712589436408,0.934235504115372,0.16417703264705294,0.9418927102922896
0.18379972161144303,0.935549448214311,0.1684949056757491,0.9410320976635961
0.17929370784464324,0.9382162943234782,0.14988239001366002,0.9471838842316642
0.17513108538312855,0.9390592018586466,0.17373376238957097,0.9416695884996653
0.17134329723597305,0.9401181487200555,0.1498589062543115,0.9483951168201957
0.16886944568514034,0.9413223023417246,0.1422032528875913,0.9518056927931661
0.16499775655167723,0.9430470753233506,0.1361575652023955,0.9533675453415357
0.16314818818941154,0.9435641530550086,0.13904336022376193,0.9521881872948076
0.16162114510643227,0.9436916516737736,0.14586990278077544,0.9472157587734676
0.16005795382976626,0.9444389352448682,0.13513502191006616,0.9537181653013738
0.1591083565552061,0.945069345082095,0.14533522702924295,0.9500207184521723
0.15428477708099297,0.9464151638357251,0.14303998668641502,0.9499888439103688
0.15475361087911654,0.9462947484735582,0.13006223961808297,0.95359066713416
0.15189778188944325,0.9470030741333636,0.12661477138129176,0.9557581359767954
0.1511248690336548,0.9476511921120855,0.1242531902034377,0.9594237082841934
0.14814263366466862,0.9486038901245236,0.126598553462434,0.9555350141841711
0.14680619851436794,0.9492272167051523,0.12441636658952039,0.9547062760972811
0.14588452707010596,0.9495459632520648,0.12844308791190828,0.9527938035890734
0.14498933095795655,0.950505744521101,0.12023230363535507,0.9571287412743442
0.143858170267294,0.9505553273172874,0.11594030864937398,0.9615274280432219
0.14151338560259427,0.9511149045885336,0.116810080232647,0.960985560832563
0.13987570009000172,0.9520428112028786,0.12273207133641162,0.958021228444841
0.13822532535637058,0.9525705138194336,0.11307483835828182,0.9621011697956842
