train_loss,train_acc,val_loss,val_acc
0.2878132249003851,0.9091961920412529,0.14293395147058616,0.9414145921652376
0.10119683777043967,0.9637585176160591,0.07028555226261203,0.9761897172728142
0.07489084551353177,0.9726232132485232,0.05771142180075861,0.9808434003761196
0.06587524346375143,0.9762250492286334,0.057717906540029416,0.980046536831033
0.06130710498350713,0.9780135715196419,0.05082479396123884,0.9824052529244892
0.057573086468144775,0.9795187635467283,0.04784939467350765,0.9832021164695758
0.05578051967280282,0.9798020938106504,0.05445284145152083,0.9781978134064323
0.05374704046942566,0.9812931193245407,0.046085765581325454,0.9838714818474484
0.05088403661032388,0.9821395684880081,0.043131870009674535,0.9850508398941765
0.05019690087512232,0.9823839408406408,0.044506125165647635,0.984604596308928
0.04897864646720426,0.9830001841646715,0.04201773434109848,0.985497083479425
0.048020547116047974,0.9832126818626131,0.04519373265341771,0.9856883307302458
0.04690374406023875,0.9839564238054088,0.0446741147986155,0.9827558728843273
0.046005796528226985,0.9844770431653657,0.03967421191982257,0.98674019060976
0.045710697421596745,0.9847603734292878,0.04160757508550771,0.9859114525228699
0.04432501032526088,0.9848382892518664,0.044862630010255346,0.9828833710515411
0.043445320859133246,0.985316409072235,0.03677086675271197,0.9883657922417365
0.042749772648987376,0.985713071441726,0.03604125060967293,0.9882064195327193
0.04253306909407686,0.9856918216719319,0.04165791277018925,0.9835208618876103
0.04151920268946207,0.9862124410318889,0.03791482356486396,0.9880151722818985
0.04143985916669978,0.9861522333508054,0.048375063268589195,0.9826602492589169
0.041052437091303004,0.9863611894204479,0.0374099735024669,0.9876645523220604
0.039956943003570035,0.9869243083199932,0.03716072099785556,0.9887482867433781
0.039887310129203275,0.9871863888141211,0.03519753436576502,0.9887482867433781
0.03960884427361108,0.9869526413463854,0.03450781962947489,0.9886207885761642
0.038873239528080056,0.9876432588646956,0.03476343792731832,0.9880789213655053
0.03796790311831972,0.9879336723852158,0.03470956656154587,0.988812035826985
0.03811005634632397,0.9876255507232005,0.03489951191715407,0.9901507665827304
0.037855506482230246,0.987958463783309,0.03347426858883999,0.98839766678354
0.03780578314735771,0.9879407556418138,0.033401056940444124,0.9904695120007649
